,Spine_Distances,Spine1_Distances,Spine2_Distances,Spine3_Distances,LeftShoulder_Distances,LeftArm_Distances,LeftForeArm_Distances,LeftHand_Distances,RightShoulder_Distances,RightArm_Distances,RightForeArm_Distances,RightHand_Distances,Neck_Distances,Neck1_Distances,Head_Distances
0,0.0,0.07743349929872845,0.07947122800369336,0.08937411279521526,0.15935487568027093,0.16306404755792617,0.17959517126892152,0.2443004631946149,0.24903899158007684,0.27000291282170913,0.29829799336992474,0.3096129596319063,0.32814405290945714,0.3046218829945681,0.3785975315077389
1,0.0,0.05530407131605242,0.057004806908661526,0.06531366666564506,0.11293216726905517,0.11592556770989748,0.12943927571847305,0.17040699542187623,0.17426877486808065,0.19292597275357432,0.19928483732994323,0.20849564977653884,0.22447666374467462,0.20834943046759696,0.2666104914178419
2,0.0,0.03620066238634001,0.03896979060159544,0.06288416700080791,0.0862756633704489,0.0908923357088215,0.12837366469384312,0.14609372261291415,0.1514902001206188,0.19667041781991454,0.1977003474024937,0.21683633454956627,0.25585228878014177,0.24505164379655528,0.32476547227603714
3,0.0,0.021620415961816297,0.025359996551351578,0.05891620815152837,0.06818921523748592,0.0732357395257973,0.12157313980335178,0.1282583096050506,0.13380616805138754,0.1892509506563646,0.18994442100886488,0.21284935607210284,0.26032390588058785,0.2541672363688036,0.3488533528304955
4,0.0,0.00952079140100226,0.013582364078576312,0.04491080086237531,0.04724959133360957,0.05121895584906679,0.09298972975981898,0.09486742783673906,0.09923631809148802,0.14685170603586511,0.1487793981197378,0.16994331397608617,0.21203315086869629,0.2094323250615265,0.3198213384022304
5,0.0,0.0016370894704771377,0.004571969368866775,0.023768908336881476,0.023936544084991743,0.02558900633242894,0.04911904830140454,0.049089344579216404,0.051223662291498495,0.07954051972359598,0.08151486308382691,0.09723047478865839,0.12547533921022636,0.1288535029683533,0.2528282450705294
6,0.0,0.012935732398739574,0.013063898321935975,0.013133577711938998,0.024409626955504225,0.02458409398533487,0.024687185523317452,0.03237142568557066,0.032369712988840144,0.03328216890539485,0.008892977262497515,0.018423998180891108,0.02892685420957164,0.06343541017425229,0.1790683067083455
7,0.0,0.025135527694503113,0.02627825208740763,0.032315446662014725,0.05187878980961584,0.053853268970093474,0.06367979878495443,0.07841560099982285,0.0803260052308454,0.08921769488081367,0.06805014385510821,0.0675202252300155,0.0687521677949593,0.10494286218128134,0.13772569671561097
8,0.0,0.03974310602582887,0.04172848137605254,0.0539794262122339,0.08527341493023466,0.08871827019084914,0.10809087891354541,0.13436697715785667,0.13804255235307705,0.15712319577438752,0.14282688922682274,0.148191282407586,0.15987488433140473,0.18527630292495914,0.1761138934350123
9,0.0,0.05775830317382269,0.06012121445903454,0.07412143620772445,0.12372239960308905,0.12792308665112065,0.15001309362974366,0.19639825664767321,0.2011836535037761,0.22318734795875228,0.23180031584148605,0.24146106057629937,0.25769919471084957,0.2649773107744862,0.2770453507407314
10,0.0,0.07449934851865025,0.07566321447071951,0.07711819007291738,0.1510862637376241,0.15304641559236118,0.15506458141811863,0.22892183013571937,0.2312774443898208,0.23300285818708596,0.27184504166931756,0.27288686880704893,0.2732148221240934,0.2683874711188188,0.2936658384708413
11,0.0,0.08936686257725479,0.09013886860762232,0.09013966568097226,0.18245160148106634,0.18373119532779217,0.18373082715890843,0.2784052033322432,0.28000208083364336,0.2800118029647147,0.3577366597438385,0.35769829412684745,0.35780087220576057,0.3207014606643364,0.374600867414662
12,0.0,0.10287806286201207,0.10347015704446853,0.10369050577816911,0.2118686491157303,0.2128574707401309,0.21318831827662327,0.32636413278242493,0.3276924793126321,0.32807321757174834,0.4405556303638854,0.440582441819313,0.4409780493006265,0.3712086665670122,0.4622600428689296
13,0.0,0.11496407104091033,0.11547935257507667,0.11570745297170253,0.23766837842143604,0.23854973839961546,0.23884776107440975,0.36805032703335566,0.369332271748837,0.3695210536899001,0.508773949591795,0.5092758526020611,0.509311572989477,0.4136874828638611,0.547195892549185
