,Spine_Distances,Spine1_Distances,Spine2_Distances,Spine3_Distances,LeftShoulder_Distances,LeftArm_Distances,LeftForeArm_Distances,LeftHand_Distances,RightShoulder_Distances,RightArm_Distances,RightForeArm_Distances,RightHand_Distances,Neck_Distances,Neck1_Distances,Head_Distances
0,0.0,0.0025424602332321244,0.003322054099807651,0.05751959411670126,0.05819667917605976,0.05816358954691388,0.14716972125710115,0.14970338041993542,0.14970663367911236,0.24453100851041748,0.2874711168557313,0.2911064734062618,0.36484021186728594,0.3673856930997505,0.6534693375431974
1,0.0,0.006436689444935029,0.006512889287508643,0.03069949784628365,0.03043812638499059,0.030436755643274107,0.08822481216633338,0.08814321943690331,0.08814053911654024,0.1581056083540695,0.18082224212038694,0.18495853352756977,0.24891876571318672,0.25305168987057997,0.6309363813576254
2,0.0,0.014909243128951422,0.015036653140821176,0.028100363182611634,0.04632515948336493,0.04639423080788476,0.06451978005298308,0.09084108075623758,0.09109943251791987,0.10553987040430812,0.13597620088843393,0.13578767538759517,0.14846295478740515,0.15937548987763284,0.3802259894518016
3,0.0,0.004898273046375523,0.00493524838181643,0.01806995319229764,0.017780305909741,0.017771957782311325,0.033569275557016984,0.033676427382507305,0.03370711029904458,0.04789275113138568,0.04771182913043818,0.048028714911647646,0.058393270946389304,0.0594240264405502,0.2075083563277393
4,0.0,0.020812132005933848,0.02082824946990228,0.0219476748308196,0.044769303206623284,0.04486070432602292,0.04592944030998134,0.06880835634199704,0.06898691571099347,0.06856601054169399,0.08748797270405538,0.08738452191332961,0.08694820226208864,0.0768900656815808,0.22656023244210896
5,0.0,0.012496488475990553,0.012497076358225308,0.021218634680851133,0.03365276115187688,0.03370556370336573,0.04654789553864484,0.05823669961589525,0.058313999162118324,0.07114588798550929,0.09007368133128109,0.09228560321940862,0.1061722751738268,0.09116779165929502,0.23386027654044728
6,0.0,0.00196851183717639,0.0022715668695697843,0.026716572799961848,0.0269026973277729,0.0268789096431655,0.05530607009329707,0.05518321157314809,0.05519429315554537,0.09175785925601329,0.09569851220927554,0.10357036839359443,0.15567858870176776,0.15520623900755895,0.2156355868228702
7,0.0,0.008450727494108135,0.008452840899447214,0.01097903103228335,0.0234524092127538,0.023520074335836784,0.028243068626578105,0.04021610784977014,0.04031049620226543,0.05050195566489733,0.09349098529346433,0.09909905817972715,0.11614349493287907,0.08362946798802182,0.19536736505052354
8,0.0,0.020561763716027248,0.02058604279293075,0.021421889312017457,0.0420215902286702,0.0421349934580799,0.0441714093455896,0.06425458967465811,0.06444334182159907,0.06320478487485079,0.1312425491657176,0.13175892007732046,0.13164431455068418,0.07377551829929543,0.1959066187576014
9,0.0,0.03378665920212165,0.03386720869970402,0.03404662988096017,0.0676126653408836,0.06778620674058382,0.06825333521876087,0.09936625910906167,0.09968863257734498,0.10480881332807813,0.17652147182797787,0.17632188601450374,0.18192225490701452,0.12616750226003232,0.23694454974521695
10,0.0,0.023457691633890776,0.023817600823932607,0.05845403020129912,0.07220327941250096,0.07225339756612512,0.11693774894866255,0.12987868787215362,0.13015276488765987,0.20075100147848784,0.21786415691105188,0.2214495436823273,0.2957657432251877,0.2838677063764257,0.28122726093551054
11,0.0,0.021082891285067684,0.021452907754661178,0.05125966555656797,0.06248976007899481,0.0625489887089627,0.10320977939347731,0.11350569941282264,0.11380618667705579,0.1765105119631564,0.18561546808130233,0.18948498979352046,0.26187036782909107,0.25671924038399246,0.2537343772894808
12,0.0,0.016115487438339238,0.01611718190563069,0.022669789979457806,0.04196683088798607,0.04206854728289348,0.051397158346011454,0.07564093904203112,0.07579819771212962,0.0944020591846761,0.11787729985752089,0.124099365073655,0.15295886704906014,0.15050239639313504,0.16147947844627006
13,0.0,0.01354125205778911,0.013549210205889825,0.01577531585546177,0.03479377153332639,0.03489389948285922,0.03843400962640644,0.06391071055313265,0.06409168186326206,0.07205026944475758,0.10352427861144986,0.10702179556147913,0.11923539484399558,0.11936699991340685,0.13379599685305013
14,0.0,0.0036568898841645714,0.003657236259642915,0.0049713578646667315,0.011614317448931342,0.011664019631337967,0.022155476990822966,0.031374673739825804,0.03144725328943182,0.039187698634952646,0.0812775372646947,0.08302750842523965,0.08829067447943365,0.06871472268048376,0.07509404626193372
15,0.0,0.016778894201322503,0.01680041263471883,0.017413828923623566,0.03502126624886621,0.03513079860805752,0.04223780875985013,0.06302307195230623,0.06317403801622312,0.07011196309763705,0.12899220620222568,0.13059264302768175,0.13457483375148063,0.12216214765769927,0.12039825827849286
16,0.0,0.026538421889354735,0.026580593125497563,0.05761307284601821,0.0702945167960328,0.07029151868022372,0.1296463638121849,0.14120926431302067,0.1412119178124862,0.19925900590556095,0.20983958619132081,0.21305552594534893,0.2593031685591513,0.27117600173563466,0.2820747282102014
17,0.0,0.03543128254420458,0.03543429788927442,0.05232507803091129,0.0744979469596167,0.07453374244243105,0.11151365072543432,0.1297274311709889,0.12975328080339624,0.16323455431086684,0.19405337353466354,0.19649974219522565,0.22257194341509914,0.21951427823861447,0.22269423074475048
18,0.0,0.05944885862169663,0.05964755123645783,0.06392006117999882,0.11574870458436695,0.11603104699192605,0.12215055681863259,0.17389133547301208,0.17443902536924022,0.18115521265418172,0.23052305156461106,0.23051837573533573,0.23348099108567325,0.2501348999021855,0.3105582620991857
