,Spine,Spine1,Spine2,Spine3,LeftShoulder,LeftArm,LeftForearm,LeftHand,RightShoulder,RightArm,RightForearm,RightHand,Neck,Neck1,Head
Cond_BA/StudySeq1,0.0,5.813133735387276,11.997226644574095,19.096390618555972,25.90896928978989,42.0489064837527,88.57457718003619,247.7646946946698,25.9075788492866,32.94818214531063,97.76715459150486,261.86691285644685,28.29724489371553,33.45748433195123,38.40221406568551
Cond_BA/StudySeq2,0.0,5.928623888630355,11.899541705978693,18.52694140996875,25.815740337523923,40.3673149072545,91.58453420948177,284.59004344521406,25.81546505294616,30.75818505805983,111.77082880171083,299.63641256754954,28.095451559475826,33.82701798655639,39.713834846243344
Cond_BA/StudySeq3,0.0,5.073786772662924,10.446248966750089,16.725031374851422,23.014380232959184,37.98240391548218,87.92823952769574,203.4985715758408,23.014103535261114,30.25894097170606,110.55809638446492,224.04669704964388,25.123023808682458,29.656237790688458,34.2230258078994
Cond_BA/StudySeq4,0.0,4.301311670745457,8.892609943705096,14.145962407380132,19.96342711075339,29.848637912243948,97.44874438311714,271.6723626844456,19.964091051235123,31.47051153698088,158.61687029548426,310.28333246411387,21.556903493520746,26.133063614321287,30.6447227100793
Cond_BA/StudySeq5,0.0,3.8874380809828404,7.735324301888696,12.224530307535506,17.19573813270445,30.119676388247576,115.37943125384537,252.34743311736182,17.195815925376998,30.041122037351755,156.68644604188734,198.31595057160644,18.78360247536027,21.99036562896284,25.201101964269206
Cond_BA/StudySeq6,0.0,5.261019631621375,10.713716468880738,17.066803864452943,23.965640334361098,38.794276113244514,128.72676055811266,314.68211435669883,23.964260430078568,34.29166340265661,160.55338366503238,329.6224877294402,26.281427894547193,31.608431599530903,36.454391846686704
Cond_BA/StudySeq7,0.0,4.2781102239679285,8.607137396348154,13.656891125544476,19.346192617931187,31.279616471236036,109.77614152607062,347.15297010926264,19.34550153268028,27.32873326722947,136.9800481861478,298.8463805405604,21.246908856484808,25.706234015578925,30.13158532830568
Cond_BA/StudySeq8,0.0,3.99187847941298,8.060751368534785,12.836342128783194,18.72056661023525,30.998121637235137,145.08910402048983,281.33098793384977,18.720057356800904,30.02168509620398,156.89627572804687,262.984399578848,20.384549954053874,24.69732378736807,29.231009188554744
Cond_BA/StudySeq9,0.0,6.688799483552703,13.131881316742678,20.439498622338274,27.90193610550551,46.88142164051625,133.10549333361087,294.46118769062207,27.90124598308317,35.325735944276396,119.82999350738223,281.5426287486291,30.635095657019768,35.7985420086051,41.018562390349025
Cond_BA/StudySeq10,0.0,5.7820542937160715,11.41978589867131,17.640614501760588,24.28528748334598,36.100810530436405,73.85574999723093,241.96881486721503,24.28566026556318,29.096093484256475,97.30732135239444,258.45534094284375,26.71474777792721,32.231991030750315,37.7140576412422
Cond_BA/StudySeq11,0.0,6.84276819395926,13.40729993263685,21.035113377613065,29.45204515126894,45.52566227922835,111.2777319731312,260.5397229812646,29.451371078157386,35.9835617847122,124.482535868891,226.0632284931002,32.18242048348814,37.623602916470084,42.875299968702436
Cond_BA/StudySeq12,0.0,5.036452627269334,9.882472101317873,15.510876200118753,22.708900411513604,35.1364355337878,135.5003855681804,273.9286434436771,22.708699693083258,31.32588649665945,155.2476209030814,265.47385345098314,24.273738981928467,29.33390757604964,34.60644512551252
Cond_BA/StudySeq13,0.0,4.192408261253519,8.638785705008374,13.8924349248324,19.107579603182735,30.83025028828322,120.12980672931208,219.12241254849508,19.10740825547056,28.14537355094263,152.25851553334005,255.9574807062429,21.032361830339443,25.105564866903116,28.936390170142175
Cond_BA/StudySeq14,0.0,2.895942022144555,5.933957594813922,9.504872693712574,13.721974562906858,21.709600163782387,92.55660330175203,275.54493950053353,13.722280810597123,21.270863368028195,109.71597087134049,254.65311691860293,14.711637648284931,17.573626596655288,20.550383620388587
Cond_BA/StudySeq15,0.0,3.8817719786859186,7.939241451873922,12.572914404850478,17.57970490047045,28.45711120510724,109.14747479973644,300.6819844796177,17.579219801263744,24.316141225532082,131.83380396478378,307.662728752187,19.156747695090154,23.252693617085626,27.359110424873087
Cond_BA/StudySeq16,0.0,3.470227704982266,7.149819327253594,11.378240338543794,16.338153846867044,25.575721913805545,93.24674969330812,286.54209401736455,16.338654572441342,25.560707211055743,122.01828769351714,339.8963427083453,17.562749611461864,21.666748154844164,25.812438609531934
Cond_BA/StudySeq17,0.0,3.663033803589872,7.339879341730482,11.602888051493217,16.16703544271033,24.107931443809427,97.32289381861152,284.95865000603595,16.168904181464008,24.51738817358313,136.28647520951677,276.599114213246,17.586396359662256,21.153428725638026,24.96464073982542
Cond_BA/StudySeq18,0.0,3.920350977831293,7.939665000749265,12.521454267301277,17.51770000950547,26.599547486305354,89.21450710175452,297.68849537834933,17.517854186570275,25.8468735891044,127.49335055550034,294.7073198091221,18.893503439360146,22.569904153291933,26.384343487596826
Cond_BA/StudySeq19,0.0,2.867314605973936,5.903284901518267,9.464182733338376,13.508544930813882,19.55379852680965,57.326427229875435,211.19544091769737,13.508145368810862,20.639262432306676,97.45935060747362,259.6430435087013,14.668228140864596,17.614394950646577,20.461939695565498
Cond_BA/StudySeq20,0.0,3.841830207017031,7.850004805404197,12.565457067098615,17.62022913382989,25.77543993269313,85.95018607600521,316.63338838558883,17.62049029504358,28.891680827884297,145.47410922477164,312.9224378009508,19.289414870244382,23.12986112439075,26.879139812600613
Cond_BA/StudySeq21,0.0,8.85009985461781,17.54344518011495,27.49918322361689,37.746352277919,61.176812520589145,147.44580766881955,344.41659954857784,37.744593017478195,47.100966386567144,192.73595701606916,334.99438146090114,41.527242463304304,48.86620301021995,56.30876618739017
Cond_BA/StudySeq22,0.0,5.5914127136694685,11.36080910761725,18.00437868117421,24.91966124980694,36.600469024588136,99.53899546530079,360.07233966327317,24.920141626762465,33.29062476873125,146.0505381123531,309.0661601681657,27.085629338838608,32.11217244578429,36.81493332027709
Cond_BA/StudySeq23,0.0,5.077734065950658,10.105429028716483,15.52567854952767,21.295787265398687,33.74907840207663,97.78405745871802,249.42540017511095,21.29673337135342,25.985318904976374,95.30476313708151,260.2839472809236,23.349628560833338,28.590642880701505,34.13206555185959
