Spine_Xposition,Spine_Yposition,Spine_Zposition,Spine1_Xposition,Spine1_Yposition,Spine1_Zposition,Spine2_Xposition,Spine2_Yposition,Spine2_Zposition,Spine3_Xposition,Spine3_Yposition,Spine3_Zposition,LeftShoulder_Xposition,LeftShoulder_Yposition,LeftShoulder_Zposition,LeftArm_Xposition,LeftArm_Yposition,LeftArm_Zposition,LeftForeArm_Xposition,LeftForeArm_Yposition,LeftForeArm_Zposition,LeftHand_Xposition,LeftHand_Yposition,LeftHand_Zposition,RightShoulder_Xposition,RightShoulder_Yposition,RightShoulder_Zposition,RightArm_Xposition,RightArm_Yposition,RightArm_Zposition,RightForeArm_Xposition,RightForeArm_Yposition,RightForeArm_Zposition,RightHand_Xposition,RightHand_Yposition,RightHand_Zposition,Neck_Xposition,Neck_Yposition,Neck_Zposition,Neck1_Xposition,Neck1_Yposition,Neck1_Zposition,Head_Xposition,Head_Yposition,Head_Zposition
0.0,13.2085,-1.60436,0.5113750303802765,21.807014461318403,-1.360452020626774,1.0611230879455755,30.355525382356312,-0.424312653332127,1.6344086480086184,38.924291224988465,0.28506341735509055,2.008532485914914,46.36689043934744,6.125005467866673,20.21001877173762,47.1901888969908,3.447363543215424,34.71502208777652,23.596210127628584,12.412492847502445,42.93996511325146,13.126599513923374,33.158089632967126,1.9885634886600398,46.367992185434,6.1248463949412795,-16.155977043321204,48.27384769525464,3.617845537546913,-23.722687203613106,20.253002239932663,5.8587418156235245,-8.2240099228935,6.792724619953331,19.506237890039152,2.2214009171425824,49.856474098808704,2.3145897304952743,2.871147574907087,56.69791843617098,4.018526337854101,3.586022073038648,63.55836165849678,5.61666993004636
0.0,13.2085,-1.60436,0.4867674783869257,21.809673489049594,-1.408608885430307,1.0153259409147402,30.364913841941217,-0.5231105710078234,1.5655813901400235,38.9395420473151,0.13155643526674932,1.9614338394437718,46.426273623565386,5.913366360243285,20.15712098465982,47.29088112921462,3.209459406482781,35.64626838100199,24.351163701800612,12.22612043453439,44.31740441534588,14.382898383871538,33.03687021884719,1.9414628153686286,46.427348215327065,5.913307624089227,-16.225136774354304,48.451996801439904,3.67340872248005,-24.174281588150713,20.63846445507109,6.93883579359796,-8.777988885896006,7.102635113878062,20.627433794583908,2.148941364976196,49.887412916164735,2.075771944193876,2.7858032706934637,56.74565766675322,3.71583814909894,3.4970422955206795,63.61609374820587,5.272127581157227
0.0,13.2085,-1.60436,0.47104524349476073,21.81108389634562,-1.433734238416328,0.9892686028157817,30.370567223243963,-0.5838468721710155,1.5267518270242149,38.949444157649296,0.024101429021323173,1.9659886794054975,46.473369368882636,5.754266807810797,20.138659160758813,47.42693967890619,2.928237635988316,36.65201965891875,25.132901186108015,11.744658199314694,46.08877825040047,16.18874952545704,32.68724539663515,1.9460178183691603,46.474445383020054,5.7543498923665375,-16.23620629564162,48.683618880114906,3.8391558114393085,-24.540659006142626,21.171821531001864,8.484752717154363,-9.323932781010619,7.527833721539746,22.266445639456364,2.1250520565060445,49.909604495430884,1.8930801800833414,2.7688190276191658,56.779852397395885,3.479330209192691,3.4947326034147963,63.6539245060871,5.0126181211939125
0.0,13.2085,-1.60436,0.43953547289455536,21.813304289092883,-1.4643664998792278,0.9162494568525912,30.379907710963437,-0.6633244293270291,1.3914088510125546,38.96634187510484,-0.11287851562896845,1.8406260607789895,46.53205964705285,5.561211134586277,19.924570780431118,48.039786126738626,2.424430319957945,37.85106766654827,27.14462550761034,11.883683509447211,48.58490393611776,20.814735615709548,33.15242754981045,1.8206493720788992,46.53296192428704,5.561554361001851,-16.410742226919783,48.71146418231425,4.143041789421789,-24.24758791944008,21.415994285986798,10.545047064357735,-8.549246628363194,8.542102537910484,24.526005977382386,1.9179427531503546,49.943588409122356,1.6756907303607036,2.5618993424151246,56.82543355984931,3.21076679849493,3.2857775605380044,63.71000347532482,4.697201156398705
0.0,13.2085,-1.60436,0.39067953105549563,21.816000298024825,-1.4870800395768382,0.8059687269519575,30.389261432290205,-0.7239632619035792,1.196225788541256,38.98277584857058,-0.2191581391471965,1.6375212217376998,46.58782964306891,5.4027267750454255,19.605505041868433,48.75150029070579,1.9951211041857784,38.57147399767467,29.125678199183273,12.122491325980821,50.01448605357607,25.777482097647173,33.697691860718706,1.6175421249098223,46.588517901036276,5.403328431851787,-16.64522818235416,48.7725492835432,4.4852231740833295,-23.88505112681382,21.711688308173578,12.406035368207949,-7.387777768048597,9.990472503345368,26.480668292118295,1.6265783256235622,49.97591854688463,1.4960006507995183,2.2523291452342087,56.869447500454825,2.985505864098899,2.960690784901121,63.768787518250484,4.409626927208295
0.0,13.2085,-1.60436,0.3053351942972777,21.819258722185744,-1.473780089502035,0.6281179040426261,30.396087043756346,-0.7060261748302599,0.9100151037662134,38.9933058537435,-0.19223486418843827,1.2844703726333857,46.58625814749542,5.450816932616642,19.11377082310546,49.389473830883716,1.790254555166689,38.91222384621044,31.006654850895142,12.631736144455008,50.28036392988385,31.14025810592745,34.503859072241944,1.264488086544913,46.586673133094635,5.4515490730614244,-17.025966760235963,48.617803540449884,4.762012702601504,-24.219803875699426,21.47892373364747,12.45450314446184,-7.3697280728699255,10.188211002582344,26.46296386016732,1.2023248030238025,49.98593161233465,1.5550182192766484,1.752694423709391,56.88047553220643,3.069379048136641,2.3897888200624715,63.78184814711164,4.517120895453351
0.0,13.2085,-1.60436,0.24682359999586476,21.821165802649126,-1.4758596188201185,0.5097871189089048,30.400972056954814,-0.7186320208035685,0.7186800276879366,39.00050846874667,-0.20877315422590137,1.0568048346203847,46.586475787145325,5.4459546309220705,18.730805192028118,49.899475362788614,1.4716075376073974,38.987579840641686,32.440213829275635,12.972988600318098,49.707217607187786,35.75672311284714,34.92139064889609,1.036825933190954,46.586670958010544,5.446852075074352,-17.28180627041037,48.41034319181669,4.953269850085417,-24.437565980724997,21.164243426765168,12.294226829328458,-7.630374419514052,9.659625273048158,26.179625387595514,0.9054057694008973,49.99236771812948,1.5576704779173416,1.3882349889810668,56.887281827697755,3.0932376919447524,1.9549862271114202,63.79018510836228,4.562764496044835
0.0,13.2085,-1.60436,0.20304113757924766,21.82253665946085,-1.4921406098969239,0.42760868785694317,30.406132580965355,-0.766145237602047,0.591279188155121,39.008323169207436,-0.2853668481214401,0.9299816434917711,46.618691885221644,5.336442782065373,18.478669169000042,50.19203625079137,1.0450017866511647,39.02154110266744,32.76382150597561,12.076422471926799,48.585073751845215,38.544514437753655,34.04832845790358,0.9100106752330468,46.618760271316475,5.337517840273592,-17.43199753442619,48.216125920556564,4.936459915004663,-24.74147647440013,20.88860822798026,11.808344168832486,-8.88702054878085,9.168442570051969,26.60415994266917,0.7216295016617844,50.00808286699549,1.4363923548702306,1.1621775991491055,56.91559357299924,2.927413656744826,1.6822421809158064,63.82410462685159,4.38782371754683
0.0,13.2085,-1.60436,0.15569594720836108,21.823386705569725,-1.4821622593458517,0.336657181196094,30.408535959515124,-0.7623816482049218,0.4454026381897267,39.011768246414434,-0.28469194543068754,0.7697067328047057,46.62559411222285,5.333284327602398,18.19567820636602,50.4061710041926,0.7306278982638155,39.16896491246615,32.90456954359145,10.793415278905803,47.681366287029185,40.5824952639416,32.616125917850795,0.749744565434009,46.625512833017524,5.334511221059499,-17.61181808565558,47.97004268665926,4.902138554511289,-25.225540109319404,20.531995774127907,10.95435446127679,-10.808488038858824,8.385019489919022,26.836476388415353,0.5062708749964642,50.01254219920962,1.4344435534904978,0.8876355024405234,56.92457421017615,2.920816926068377,1.3393780486756612,63.830593074384716,4.415347559818102
0.0,13.2085,-1.60436,0.07698842139417435,21.824132999686938,-1.461576025840614,0.17692247339233047,30.40892864558733,-0.7220385269394739,0.2044056822025768,39.01231729211272,-0.23565670267839628,0.46722187941688,46.629664077224824,5.380759455943057,17.89613297232238,50.263554552117725,0.6723002841886254,38.53919292822452,31.737019010911276,9.508365885316959,46.59072354333023,39.44276327640997,31.49555716180222,0.4472632878508276,46.62939845167145,5.38201805268741,-17.925385245090443,47.778345991616824,4.864915475373643,-26.048057981308986,20.414059994713565,10.580030374479051,-13.52888670784615,7.133712312822151,27.149427956581558,0.1663020932794812,50.01344336198275,1.4818801026731718,0.46140812302146855,56.92451420181325,2.992159408117871,0.8285488920369707,63.820052111773094,4.556625542022129
