,Spine_Distances,Spine1_Distances,Spine2_Distances,Spine3_Distances,LeftShoulder_Distances,LeftArm_Distances,LeftForeArm_Distances,LeftHand_Distances,RightShoulder_Distances,RightArm_Distances,RightForeArm_Distances,RightHand_Distances,Neck_Distances,Neck1_Distances,Head_Distances
0,0.0,0.009691085882573613,0.009695904879834082,0.014973961835833783,0.022732033209771418,0.02274917005465714,0.028339929110823694,0.032556133637093754,0.032672217267144546,0.04797716430263686,0.04358151382913359,0.04696281885135332,0.06248623707807099,0.06483207450028221,0.14746064581262805
1,0.0,0.014072012766317143,0.014073785381831305,0.019512654541420812,0.032481457277634865,0.03248848868920673,0.03796514213819236,0.049718317637775615,0.04976926112328066,0.06365150281736856,0.0627240783612042,0.06530556590515332,0.07976204134351665,0.08199977531814337,0.14749940194434055
2,0.0,0.018457118114897975,0.018457438391942072,0.024171541115836498,0.04240341190706437,0.042405358436069615,0.047941703901174644,0.06767955384994224,0.06769913933927016,0.08082838881089482,0.086495166523608,0.08848778292211594,0.10177733966633275,0.10245859583969534,0.15189077817471197
3,0.0,0.042483949321438064,0.04253294350425757,0.04258722248976436,0.09412407290125167,0.09432006098373198,0.09524951951187974,0.15501527953917163,0.15527064942700122,0.15568950297043557,0.205855171977915,0.20614722207067926,0.206565240512919,0.2009443307314073,0.20527454993754382
4,0.0,0.02600803089802367,0.026009808173795123,0.0315661185450621,0.06050219950832881,0.06051015035584957,0.06432019349534968,0.10682196107803132,0.10683349682824257,0.11530808445096953,0.13345355262720396,0.13390305749112474,0.14086607930016154,0.14048559689218998,0.1713438606380634
5,0.0,0.013955932006185667,0.013960149862799134,0.02463293441462861,0.037461239093022895,0.037476719133146236,0.04801610623366673,0.06652722892859796,0.06656515592397755,0.08798963296792059,0.09922274727860406,0.10171596741963826,0.1194522036132421,0.11332410684226994,0.18070795015406152
6,0.0,0.03497022286451401,0.034970229996328164,0.05194651587424706,0.08311910615350594,0.08313103881849285,0.10374468752175872,0.14347589777801545,0.1434899305353724,0.17599594352590833,0.2066849081556087,0.2104084802583628,0.2408040903368152,0.2367560298129767,0.2460506829645252
7,0.0,0.04205254942790665,0.042087573648085096,0.04524388202375327,0.09296111454416242,0.09303681461952742,0.09554511733450315,0.15521291366114717,0.15531632388658995,0.16244206299165748,0.20155286527037533,0.20153261627565358,0.20718484064919493,0.20269792904251097,0.20476358491030708
8,0.0,0.030625714104091317,0.030626014074212317,0.052372258954342346,0.07731783029342179,0.0773342547761846,0.10406878508063251,0.13595409174758932,0.13596343256965215,0.17431145013513902,0.2035959953997366,0.20778546589302324,0.24388480683271313,0.23798106136720923,0.23442115543609013
9,0.0,0.04442829373110735,0.04446596466333868,0.05403953062502942,0.09917250958803399,0.0992059131400584,0.11012481967230743,0.16485868892222663,0.16494413585086987,0.1811813863694839,0.22443321484072054,0.22478472598463292,0.23781316446952766,0.23068863941101247,0.2490520661314923
10,0.0,0.0335246780630305,0.03356072915330533,0.04166337970279085,0.07586882364368774,0.07590767707492349,0.08426230207483318,0.12634649150746033,0.1264523209512483,0.13711561527730692,0.19410227640312447,0.19409423364532002,0.20149348288918179,0.18528774832254183,0.22737880859526113
11,0.0,0.038217616080372774,0.03827947163199646,0.04466981328072958,0.08352536183783682,0.0835917943511919,0.09138903272983578,0.13787789410965076,0.1380429790148517,0.1475397606697848,0.18794625859966096,0.18785406539053698,0.19584852143760287,0.18501680465735654,0.2662574249241926
12,0.0,0.02343109655834641,0.023453797590048085,0.037206974130046415,0.05718471247983235,0.05717967486318205,0.07551123059722663,0.09730404019449054,0.09732972506346096,0.11356112356512947,0.15616746536272907,0.1564592137439002,0.16777653224918804,0.14563357509852953,0.25993406186451695
13,0.0,0.027457870863515255,0.027531397688942295,0.02923094245595744,0.05771270992995199,0.05780490812115816,0.06083999856307946,0.09197464192628158,0.09220034482142572,0.09325228385461914,0.13748290418611722,0.1376234618262006,0.13789019142159814,0.11206133916730945,0.2843761921142763
14,0.0,0.02724847340485148,0.02732040948096597,0.030827220126499588,0.05931039411112817,0.05939285531156154,0.06456430386092459,0.09783978076110057,0.09804798348175868,0.10210083214391523,0.14433382870763126,0.14421457217862046,0.14674681479752313,0.11750575712089559,0.24101824781067055
